source,age_ka,age,d18O,d18O_sw,sealevel
846 Liseicki,711.08,0.71108,3.84,0.94,-57.98
846 Liseicki,719.4,0.7194,3.99,1.09,-67.31
846 Liseicki,721.48,0.72148,3.95,1.05,-64.88
846 Liseicki,722.71,0.72271,4,1.1,-67.97
846 Liseicki,723.75,0.72375,3.79,0.89,-55.06
846 Liseicki,724.9,0.7249,3.59,0.7,-42.77
846 Liseicki,726.74,0.72674,3.54,0.65,-39.72
846 Liseicki,729.9,0.7299,3.63,0.74,-45.3
846 Liseicki,737.66,0.73766,3.75,0.86,-52.78
846 Liseicki,742.19,0.74219,3.66,0.77,-47.3
846 Liseicki,744.15,0.74415,3.77,0.88,-54.1
846 Liseicki,745.68,0.74568,3.7,0.81,-49.81
846 Liseicki,746.76,0.74676,3.88,0.99,-60.9
846 Liseicki,748.65,0.74865,4.01,1.12,-68.92
846 Liseicki,753.27,0.75327,3.83,0.94,-57.91
846 Liseicki,756.54,0.75654,3.83,0.94,-57.95
846 Liseicki,760.1,0.7601,3.67,0.78,-48.15
846 Liseicki,763.56,0.76356,3.47,0.58,-35.89
846 Liseicki,766.71,0.76671,3.52,0.63,-39.01
846 Liseicki,769.27,0.76927,3.39,0.5,-31.04
846 Liseicki,771.78,0.77178,3.3,0.41,-25.53
846 Liseicki,774.05,0.77405,3.34,0.46,-28.03
846 Liseicki,776.56,0.77656,3.09,0.21,-12.68
846 Liseicki,779.65,0.77965,3.04,0.16,-9.64
846 Liseicki,782.58,0.78258,3.02,0.14,-8.45
846 Liseicki,785.33,0.78533,3.13,0.25,-15.25
846 Liseicki,787.42,0.78742,3.39,0.51,-31.27
846 Liseicki,789.24,0.78924,3.5,0.61,-37.76
846 Liseicki,792.81,0.79281,3.33,0.45,-27.65
846 Liseicki,794.83,0.79483,4.04,1.16,-71.37
846 Liseicki,798.26,0.79826,3.99,1.11,-68.33
846 Liseicki,801.96,0.80196,3.96,1.08,-66.52
846 Liseicki,805.33,0.80533,3.77,0.89,-54.85
846 Liseicki,807.98,0.80798,3.8,0.92,-56.72
846 Liseicki,810.03,0.81003,3.44,0.56,-34.58
846 Liseicki,812.19,0.81219,3.74,0.86,-53.05
846 Liseicki,814.51,0.81451,3.66,0.78,-48.14
846 Liseicki,816.55,0.81655,3.53,0.65,-40.16
846 Liseicki,819.04,0.81904,3.37,0.49,-30.33
846 Liseicki,821.59,0.82159,3.22,0.34,-21.12
846 Liseicki,823.88,0.82388,3.48,0.6,-37.13
846 Liseicki,832.19,0.83219,3.41,0.53,-32.88
846 Liseicki,834.82,0.83482,3.39,0.51,-31.66
846 Liseicki,837.44,0.83744,3.42,0.54,-33.53
846 Liseicki,840.06,0.84006,3.35,0.48,-29.23
846 Liseicki,842.68,0.84268,3.13,0.26,-15.72
846 Liseicki,845.29,0.84529,3.03,0.16,-9.58
846 Liseicki,847.91,0.84791,3.08,0.21,-12.67
846 Liseicki,850.8,0.8508,3.21,0.34,-20.69
846 Liseicki,853.42,0.85342,3.4,0.53,-32.4
846 Liseicki,856.63,0.85663,2.95,0.08,-4.73
846 Liseicki,860.67,0.86067,2.98,0.11,-6.6
846 Liseicki,863.78,0.86378,3.3,0.43,-26.31
846 Liseicki,866.93,0.86693,3.82,0.95,-58.33
846 Liseicki,869.96,0.86996,3.8,0.93,-57.12
846 Liseicki,873.35,0.87335,4.15,1.28,-78.67
846 Liseicki,876.32,0.87632,4.05,1.18,-72.54
846 Liseicki,878.65,0.87865,4.14,1.27,-78.09
846 Liseicki,880.82,0.88082,4.08,1.21,-74.42
846 Liseicki,883.5,0.8835,3.92,1.05,-64.59
846 Liseicki,886.17,0.88617,3.82,0.95,-58.45
846 Liseicki,889.18,0.88918,3.9,1.03,-63.39
846 Liseicki,892.85,0.89285,3.87,1,-61.57
846 Liseicki,897.28,0.89728,3.81,0.94,-57.91
846 Liseicki,900.33,0.90033,3.82,0.95,-58.54
846 Liseicki,902,0.902,3.41,0.54,-33.31
846 Liseicki,903.44,0.90344,3.53,0.66,-40.7
846 Liseicki,904.39,0.90439,3.58,0.71,-43.77
846 Liseicki,905.59,0.90559,3.51,0.64,-39.47
846 Liseicki,906.78,0.90678,3.45,0.58,-35.78
846 Liseicki,908.46,0.90846,3.51,0.64,-39.47
846 Liseicki,910.85,0.91085,3.51,0.64,-39.47
846 Liseicki,915.87,0.91587,3.62,0.75,-46.24
846 Liseicki,921.37,0.92137,3.76,0.89,-54.85
846 Liseicki,924.48,0.92448,3.89,1.02,-62.85
846 Liseicki,926.44,0.92644,3.82,0.95,-58.54
846 Liseicki,927.67,0.92767,3.83,0.96,-59.16
846 Liseicki,928.49,0.92849,3.6,0.73,-45.01
846 Liseicki,931.87,0.93187,3.59,0.72,-44.39
846 Liseicki,935.86,0.93586,3.39,0.52,-32.08
846 Liseicki,938.93,0.93893,3.31,0.44,-27.16
846 Liseicki,942.09,0.94209,2.87,0,-0.09
846 Liseicki,944.55,0.94455,3.12,0.25,-15.47
846 Liseicki,947.25,0.94725,2.99,0.12,-7.47
846 Liseicki,949.57,0.94957,2.89,0.02,-1.32
846 Liseicki,952.11,0.95211,2.75,-0.12,7.3
846 Liseicki,954.91,0.95491,2.7,-0.17,10.37
846 Liseicki,957.39,0.95739,3.44,0.57,-35.16
846 Liseicki,959.63,0.95963,3.17,0.3,-18.55
846 Liseicki,965.25,0.96525,3.57,0.7,-43.16
846 Liseicki,968.79,0.96879,3.34,0.47,-29.01
846 Liseicki,972.53,0.97253,3.25,0.38,-23.47
846 Liseicki,976.26,0.97626,3.19,0.32,-19.78
846 Liseicki,979.99,0.97999,3.06,0.19,-11.78
846 Liseicki,984.03,0.98403,3.3,0.43,-26.55
846 Liseicki,988.61,0.98861,3.36,0.49,-30.24
846 Liseicki,993.23,0.99323,3.17,0.3,-18.24
846 Liseicki,997.39,0.99739,3.32,0.45,-27.78
846 Liseicki,1002.02,1.00202,3.45,0.58,-35.46
846 Liseicki,1006.18,1.00618,3.42,0.55,-33.9
846 Liseicki,1007.11,1.00711,3.58,0.71,-43.74
846 Liseicki,1011.27,1.01127,3.59,0.72,-44.33
846 Liseicki,1016.75,1.01675,3.14,0.27,-16.61
846 Liseicki,1018.14,1.01814,3.42,0.55,-33.84
846 Liseicki,1023.77,1.02377,3,0.13,-7.96
846 Liseicki,1025.11,1.02511,3.26,0.39,-23.95
846 Liseicki,1028.99,1.02899,3.22,0.34,-21.17
846 Liseicki,1029.84,1.02984,3.71,0.84,-51.62
846 Liseicki,1032.91,1.03291,3.54,0.67,-41.14
846 Liseicki,1036.15,1.03615,3.77,0.9,-55.28
846 Liseicki,1038.58,1.03858,3.83,0.96,-58.96
846 Liseicki,1040.76,1.04076,3.74,0.87,-53.41
846 Liseicki,1043.03,1.04303,3.68,0.81,-49.7
846 Liseicki,1045.19,1.04519,3.57,0.7,-42.93
846 Liseicki,1047.22,1.04722,3.64,0.77,-47.22
846 Liseicki,1049.05,1.04905,3.59,0.72,-44.14
846 Liseicki,1051.33,1.05133,3.54,0.67,-41.05
846 Liseicki,1053.61,1.05361,3.57,0.7,-42.88
846 Liseicki,1055.9,1.0559,3.56,0.69,-42.25
846 Liseicki,1058.17,1.05817,3.51,0.64,-39.17
846 Liseicki,1060.23,1.06023,3.4,0.53,-32.39
846 Liseicki,1062.31,1.06231,3.15,0.28,-16.99
846 Liseicki,1064.6,1.0646,3.03,0.16,-9.6
846 Liseicki,1067.53,1.06753,2.7,-0.17,10.72
846 Liseicki,1070.55,1.07055,2.28,-0.59,36.58
846 Liseicki,1072.79,1.07279,3.29,0.42,-25.55
846 Liseicki,1074.74,1.07474,3.39,0.52,-31.7
846 Liseicki,1076.65,1.07665,2.72,-0.15,9.54
846 Liseicki,1078.23,1.07823,2.97,0.09,-5.84
846 Liseicki,1079.89,1.07989,2.94,0.06,-3.98
846 Liseicki,1081.65,1.08165,3.2,0.32,-19.97
846 Liseicki,1083.26,1.08326,2.99,0.11,-7.04
846 Liseicki,1084.86,1.08486,2.97,0.09,-5.8
846 Liseicki,1086.46,1.08646,3.5,0.62,-38.4
846 Liseicki,1088.22,1.08822,3.6,0.72,-44.55
846 Liseicki,1089.98,1.08998,3.6,0.72,-44.54
846 Liseicki,1091.79,1.09179,3.64,0.76,-46.99
846 Liseicki,1093.98,1.09398,3.48,0.6,-37.14
846 Liseicki,1096.39,1.09639,3.66,0.78,-48.2
846 Liseicki,1098.51,1.09851,3.69,0.81,-50.03
846 Liseicki,1100.43,1.10043,3.44,0.56,-34.64
846 Liseicki,1102.14,1.10214,3.26,0.38,-23.56
846 Liseicki,1105.13,1.10513,3.36,0.48,-29.69
846 Liseicki,1106.62,1.10662,3.19,0.31,-19.23
846 Liseicki,1108.12,1.10812,3.25,0.37,-22.91
846 Liseicki,1109.58,1.10958,3.28,0.4,-24.75
846 Liseicki,1111.38,1.11138,3.56,0.68,-41.97
846 Liseicki,1113.26,1.11326,3.59,0.71,-43.8
846 Liseicki,1115.04,1.11504,3.67,0.79,-48.72
846 Liseicki,1117.47,1.11747,3.7,0.82,-50.55
846 Liseicki,1119.78,1.11978,3.84,0.96,-59.15
846 Liseicki,1122.44,1.12244,3.72,0.84,-51.76
846 Liseicki,1125.08,1.12508,3.78,0.9,-55.43
846 Liseicki,1127.4,1.1274,3.7,0.82,-50.5
846 Liseicki,1129.71,1.12971,3.57,0.69,-42.49
846 Liseicki,1131.79,1.13179,3.72,0.84,-51.71
846 Liseicki,1134.11,1.13411,3.41,0.53,-32.62
846 Liseicki,1135.96,1.13596,3.31,0.43,-26.46
846 Liseicki,1138.04,1.13804,3.28,0.4,-24.6
846 Liseicki,1140.35,1.14035,3.24,0.36,-22.13
846 Liseicki,1142.66,1.14266,3.25,0.37,-22.73
846 Liseicki,1144.93,1.14493,3.4,0.52,-31.95
846 Liseicki,1147.31,1.14731,3.22,0.34,-20.86
846 Liseicki,1149.47,1.14947,3.16,0.28,-17.16
846 Liseicki,1151.85,1.15185,2.98,0.1,-6.07
846 Liseicki,1154.01,1.15401,3.04,0.16,-9.75
846 Liseicki,1155.95,1.15595,3.06,0.18,-10.97
846 Liseicki,1158.12,1.15812,3.25,0.37,-22.65
846 Liseicki,1160.2,1.1602,3.14,0.26,-15.87
846 Liseicki,1162.9,1.1629,2.9,0.02,-1.09
846 Liseicki,1165.61,1.16561,3.15,0.27,-16.46
846 Liseicki,1168.31,1.16831,3.16,0.28,-17.06
846 Liseicki,1171.85,1.17185,2.86,-0.02,1.42
846 Liseicki,1175.23,1.17523,2.93,0.05,-2.87
846 Liseicki,1178.6,1.1786,3.3,0.42,-25.62
846 Liseicki,1181.98,1.18198,3.07,0.19,-11.45
846 Liseicki,1185.81,1.18581,3.47,0.59,-36.05
846 Liseicki,1189.67,1.18967,3.52,0.64,-39.1
846 Liseicki,1193.53,1.19353,3.5,0.62,-37.85
846 Liseicki,1197.39,1.19739,3.46,0.57,-35.37
846 Liseicki,1201.11,1.20111,3.23,0.34,-21.2
846 Liseicki,1204.43,1.20443,3.53,0.64,-39.66
846 Liseicki,1207.74,1.20774,3.45,0.56,-34.73
846 Liseicki,1211.72,1.21172,3.54,0.65,-40.26
846 Liseicki,1215.87,1.21587,3.38,0.49,-30.41
846 Liseicki,1220.01,1.22001,3.13,0.24,-15.03
846 Liseicki,1224.51,1.22451,3.13,0.24,-15.02
846 Liseicki,1228.08,1.22808,2.91,0.02,-1.48
846 Liseicki,1231.64,1.23164,3.12,0.23,-14.4
846 Liseicki,1235.21,1.23521,2.85,-0.04,2.22
846 Liseicki,1238.56,1.23856,2.87,-0.02,1
846 Liseicki,1241.08,1.24108,3.19,0.3,-18.69
846 Liseicki,1243.42,1.24342,3.42,0.53,-32.84
846 Liseicki,1245.56,1.24556,3.78,0.89,-54.99
846 Liseicki,1246.71,1.24671,3.63,0.74,-45.76
846 Liseicki,1247.4,1.2474,3.81,0.92,-56.83
846 Liseicki,1247.91,1.24791,3.74,0.85,-52.52
846 Liseicki,1248.59,1.24859,3.94,1.05,-64.83
846 Liseicki,1249.79,1.24979,3.88,0.99,-61.13
846 Liseicki,1251.59,1.25159,3.61,0.72,-44.52
846 Liseicki,1253.7,1.2537,3.66,0.77,-47.59
846 Liseicki,1256.14,1.25614,3.58,0.69,-42.67
846 Liseicki,1258.03,1.25803,3.55,0.66,-40.82
846 Liseicki,1261.41,1.26141,3.46,0.57,-35.28
846 Liseicki,1265.48,1.26548,3.34,0.45,-27.89
846 Liseicki,1269.39,1.26939,3.25,0.36,-22.35
846 Liseicki,1273.13,1.27313,3.21,0.32,-19.88
846 Liseicki,1277.16,1.27716,3.13,0.24,-14.95
846 Liseicki,1279.91,1.27991,3.04,0.15,-9.41
846 Liseicki,1281.93,1.28193,3.17,0.28,-17.41
846 Liseicki,1284.01,1.28401,3.23,0.34,-21.1
846 Liseicki,1285.91,1.28591,3.39,0.5,-30.94
846 Liseicki,1287.7,1.2877,3.61,0.72,-44.47
846 Liseicki,1289.49,1.28949,3.71,0.82,-50.62
846 Liseicki,1291.28,1.29128,3.64,0.75,-46.31
846 Liseicki,1293.05,1.29305,3.62,0.73,-45.08
846 Liseicki,1294.71,1.29471,3.58,0.69,-42.62
846 Liseicki,1295.88,1.29588,3.56,0.67,-41.39
846 Liseicki,1297.53,1.29753,3.62,0.73,-45.08
846 Liseicki,1298.53,1.29853,3.71,0.82,-50.61
846 Liseicki,1299.69,1.29969,3.45,0.56,-34.61
846 Liseicki,1300.85,1.30085,3.47,0.58,-35.85
846 Liseicki,1302.67,1.30267,3.49,0.6,-37.08
846 Liseicki,1304.66,1.30466,3.41,0.52,-32.17
846 Liseicki,1307.15,1.30715,3.3,0.41,-25.41
846 Liseicki,1309.64,1.30964,3.15,0.26,-16.19
846 Liseicki,1311.82,1.31182,3.13,0.24,-14.97
846 Liseicki,1313.48,1.31348,3.06,0.17,-10.67
846 Liseicki,1315.13,1.31513,3.16,0.27,-16.83
846 Liseicki,1316.32,1.31632,3.01,0.12,-7.6
846 Liseicki,1318.15,1.31815,3.2,0.31,-19.3
846 Liseicki,1319.53,1.31953,3.37,0.48,-29.77
846 Liseicki,1320.76,1.32076,3.5,0.61,-37.77
846 Liseicki,1322.47,1.32247,3.5,0.61,-37.78
846 Liseicki,1324.18,1.32418,3.51,0.62,-38.4
846 Liseicki,1326.01,1.32601,3.46,0.57,-35.33
846 Liseicki,1328.77,1.32877,3.52,0.63,-39.03
846 Liseicki,1331.82,1.33182,3.5,0.61,-37.81
846 Liseicki,1335.18,1.33518,3.45,0.56,-34.75
846 Liseicki,1343.08,1.34308,3.34,0.46,-28.01
846 Liseicki,1345.73,1.34573,3.25,0.37,-22.48
846 Liseicki,1348.54,1.34854,2.95,0.07,-4.04
846 Liseicki,1350.83,1.35083,2.9,0.02,-0.97
846 Liseicki,1352.65,1.35265,2.84,-0.04,2.72
846 Liseicki,1355.17,1.35517,2.77,-0.11,7.01
846 Liseicki,1357.45,1.35745,3.04,0.16,-9.61
846 Liseicki,1359.65,1.35965,3.11,0.22,-13.62
846 Liseicki,1362.5,1.3625,3.27,0.39,-23.78
846 Liseicki,1365.59,1.36559,3.41,0.53,-32.41
846 Liseicki,1367.9,1.3679,3.58,0.7,-42.87
846 Liseicki,1370.49,1.37049,3.57,0.69,-42.27
846 Liseicki,1375.12,1.37512,3.47,0.59,-36.13
846 Liseicki,1377.59,1.37759,3.54,0.66,-40.45
846 Liseicki,1379.91,1.37991,3.44,0.56,-34.31
846 Liseicki,1382.13,1.38213,3.46,0.58,-35.55
846 Liseicki,1384.99,1.38499,3.21,0.33,-20.17
846 Liseicki,1387.82,1.38782,3.27,0.39,-23.88
846 Liseicki,1391,1.391,3.11,0.23,-14.04
846 Liseicki,1394.36,1.39436,2.91,0.03,-1.75
846 Liseicki,1397.15,1.39715,2.9,0.02,-1.15
846 Liseicki,1399.91,1.39991,3.04,0.16,-9.77
846 Liseicki,1402.4,1.4024,3.22,0.34,-20.87
846 Liseicki,1405.26,1.40526,3.37,0.49,-30.13
846 Liseicki,1408.34,1.40834,3.55,0.67,-41.24
846 Liseicki,1412.12,1.41212,3.63,0.75,-46.2
846 Liseicki,1415.98,1.41598,3.61,0.73,-45.01
846 Liseicki,1419.19,1.41919,3.44,0.56,-34.58
846 Liseicki,1422.45,1.42245,3.24,0.36,-22.31
846 Liseicki,1425.53,1.42553,3.22,0.34,-21.11
846 Liseicki,1428.6,1.4286,2.85,-0.03,1.62
846 Liseicki,1431.68,1.43168,2.87,-0.01,0.36
846 Liseicki,1435.15,1.43515,2.82,-0.06,3.4
846 Liseicki,1437.94,1.43794,2.58,-0.29,18.14
846 Liseicki,1440.41,1.44041,2.71,-0.16,10.11
846 Liseicki,1442.87,1.44287,2.6,-0.27,16.86
846 Liseicki,1445.58,1.44558,2.64,-0.23,14.37
846 Liseicki,1448.64,1.44864,3.09,0.22,-13.35
846 Liseicki,1451.06,1.45106,3.36,0.49,-29.99
846 Liseicki,1454.05,1.45405,3.67,0.8,-49.1
846 Liseicki,1457.4,1.4574,3.7,0.83,-50.98
846 Liseicki,1460.75,1.46075,3.56,0.69,-42.4
846 Liseicki,1464.34,1.46434,3.39,0.52,-31.97
846 Liseicki,1467.32,1.46732,3.09,0.22,-13.55
846 Liseicki,1469.7,1.4697,3.1,0.23,-14.19
846 Liseicki,1472.39,1.47239,3.1,0.23,-14.21
846 Liseicki,1474.85,1.47485,2.9,0.03,-1.93
846 Liseicki,1477.32,1.47732,2.83,-0.04,2.35
846 Liseicki,1479.78,1.47978,2.72,-0.15,9.09
846 Liseicki,1482.39,1.48239,2.75,-0.12,7.22
846 Liseicki,1485.75,1.48575,2.77,-0.1,5.95
846 Liseicki,1489.83,1.48983,3.3,0.43,-26.7
846 Liseicki,1494.72,1.49472,3.68,0.81,-50.13
846 Liseicki,1500.84,1.50084,3.55,0.69,-42.21
846 Liseicki,1507.38,1.50738,3.42,0.56,-34.35
846 Liseicki,1511.96,1.51196,3.09,0.23,-14.15
846 Liseicki,1516.1,1.5161,2.93,0.07,-4.39
846 Liseicki,1520.14,1.52014,3.08,0.22,-13.71
846 Liseicki,1523.95,1.52395,3.28,0.42,-26.1
846 Liseicki,1530.97,1.53097,3.46,0.6,-37.02
846 Liseicki,1534.62,1.53462,3.76,0.91,-55.87
846 Liseicki,1538.28,1.53828,3.66,0.81,-49.8
846 Liseicki,1541.57,1.54157,3.66,0.81,-49.87
846 Liseicki,1545.31,1.54531,3.16,0.31,-19.19
846 Liseicki,1548.83,1.54883,3.19,0.34,-21.11
846 Liseicki,1552.08,1.55208,3.47,0.62,-38.1
846 Liseicki,1555.12,1.55512,3.23,0.39,-23.71
846 Liseicki,1558.4,1.5584,3.17,0.33,-20.09
846 Liseicki,1561.67,1.56167,3.08,0.24,-14.62
846 Liseicki,1564.48,1.56448,3.15,0.31,-18.99
846 Liseicki,1568.09,1.56809,3.25,0.4,-24.92
846 Liseicki,1570.62,1.57062,3.34,0.5,-30.82
846 Liseicki,1572.43,1.57243,3.53,0.69,-42.55
846 Liseicki,1576.27,1.57627,3.51,0.67,-41.09
846 Liseicki,1578.97,1.57897,3.46,0.62,-38.38
846 Liseicki,1580.12,1.58012,3.41,0.57,-35.33
846 Liseicki,1583.24,1.58324,3.19,0.36,-21.87
846 Liseicki,1584.03,1.58403,3.24,0.41,-24.96
846 Liseicki,1589.51,1.58951,3.17,0.34,-20.77
846 Liseicki,1591.44,1.59144,3.23,0.4,-24.51
846 Liseicki,1592.18,1.59218,3.14,0.31,-18.99
846 Liseicki,1595.49,1.59549,3.12,0.29,-17.83
846 Liseicki,1599.2,1.5992,3.07,0.24,-14.83
846 Liseicki,1600.31,1.60031,3.09,0.26,-16.09
846 Liseicki,1601.79,1.60179,3.08,0.25,-15.52
846 Liseicki,1602.83,1.60283,3.06,0.23,-14.32
846 Liseicki,1603.71,1.60371,3.01,0.18,-11.27
846 Liseicki,1605.2,1.6052,3.16,0.33,-20.55
846 Liseicki,1605.79,1.60579,3.09,0.26,-16.26
846 Liseicki,1607.28,1.60728,3.1,0.27,-16.92
846 Liseicki,1608.76,1.60876,3.2,0.38,-23.12
846 Liseicki,1610.24,1.61024,3.18,0.36,-21.94
846 Liseicki,1611.14,1.61114,3.05,0.23,-13.97
846 Liseicki,1612.03,1.61203,3.3,0.48,-29.38
846 Liseicki,1614.69,1.61469,3.24,0.42,-25.77
846 Liseicki,1617.67,1.61767,3.13,0.31,-18.78
846 Liseicki,1620.63,1.62063,3.26,0.44,-27.18
846 Liseicki,1623.3,1.6233,3.25,0.43,-26.34
846 Liseicki,1626.39,1.62639,3.19,0.37,-23.05
846 Liseicki,1628.98,1.62898,3.59,0.78,-47.75
846 Liseicki,1631.2,1.6312,3.02,0.21,-12.74
846 Liseicki,1632.75,1.63275,3.55,0.74,-45.4
846 Liseicki,1634.72,1.63472,3.42,0.61,-37.46
846 Liseicki,1637.09,1.63709,3.69,0.88,-54.15
846 Liseicki,1639.45,1.63945,2.88,0.07,-4.08
846 Liseicki,1644.18,1.64418,3.61,0.8,-49.45
846 Liseicki,1650.54,1.65054,3.64,0.84,-51.49
846 Liseicki,1659.99,1.65999,3.5,0.7,-43.17
846 Liseicki,1667.46,1.66746,3.51,0.72,-44.02
846 Liseicki,1669.31,1.66931,3.53,0.74,-45.3
846 Liseicki,1670.24,1.67024,3.61,0.82,-50.26
846 Liseicki,1670.98,1.67098,3.56,0.77,-47.2
846 Liseicki,1671.48,1.67148,3.47,0.68,-41.68
846 Liseicki,1672.23,1.67223,3.42,0.63,-38.63
846 Liseicki,1672.98,1.67298,3.39,0.6,-36.8
846 Liseicki,1674.23,1.67423,3.16,0.37,-22.69
846 Liseicki,1678.72,1.67872,3.04,0.25,-15.45
846 Liseicki,1689.36,1.68936,3,0.22,-13.32
846 Liseicki,1691.83,1.69183,2.81,0.03,-1.7
846 Liseicki,1692.9,1.6929,3.11,0.33,-20.19
846 Liseicki,1693.62,1.69362,3.1,0.32,-19.6
846 Liseicki,1694.69,1.69469,3.21,0.43,-26.4
846 Liseicki,1695.5,1.6955,3.36,0.58,-35.66
846 Liseicki,1697.51,1.69751,3.41,0.63,-38.8
846 Liseicki,1699.26,1.69926,3.47,0.69,-42.54
846 Liseicki,1702.58,1.70258,3.38,0.6,-37.11
846 Liseicki,1709.03,1.70903,3.36,0.59,-36.09
846 Liseicki,1719.68,1.71968,2.97,0.2,-12.44
846 Liseicki,1725.77,1.72577,3.22,0.46,-28.02
846 Liseicki,1727.75,1.72775,2.87,0.11,-6.54
846 Liseicki,1729.11,1.72911,2.94,0.18,-10.9
846 Liseicki,1730.02,1.73002,3.26,0.5,-30.61
846 Liseicki,1731.38,1.73138,3.13,0.37,-22.66
846 Liseicki,1735.01,1.73501,2.98,0.22,-13.55
846 Liseicki,1740,1.74,3.03,0.27,-16.48
846 Liseicki,1744.01,1.74401,3.27,0.51,-31.68
846 Liseicki,1747.01,1.74701,3.12,0.37,-22.55
846 Liseicki,1748.58,1.74858,3.48,0.73,-44.75
846 Liseicki,1751.77,1.75177,3.2,0.45,-27.63
846 Liseicki,1753.68,1.75368,3.07,0.32,-19.69
846 Liseicki,1755.83,1.75583,3.17,0.42,-25.91
846 Liseicki,1758.4,1.7584,3.15,0.4,-24.76
846 Liseicki,1760.68,1.76068,2.79,0.04,-2.69
846 Liseicki,1763.2,1.7632,2.86,0.11,-7.07
846 Liseicki,1766.1,1.7661,2.94,0.2,-12.09
846 Liseicki,1768.59,1.76859,3.09,0.35,-21.4
846 Liseicki,1771.07,1.77107,2.76,0.02,-1.18
846 Liseicki,1773.96,1.77396,2.8,0.06,-3.73
846 Liseicki,1776.75,1.77675,2.92,0.18,-11.2
846 Liseicki,1779.6,1.7796,3.24,0.5,-30.99
846 Liseicki,1781.93,1.78193,3.24,0.5,-31.06
846 Liseicki,1783.74,1.78374,3.5,0.77,-47.12
846 Liseicki,1785.61,1.78561,3.3,0.57,-34.87
846 Liseicki,1789.48,1.78948,3.27,0.54,-33.15
846 Liseicki,1793.22,1.79322,3.35,0.62,-38.19
846 Liseicki,1797.1,1.7971,3.3,0.57,-35.24
846 Liseicki,1797.76,1.79776,3.26,0.53,-32.86
846 Liseicki,1799.18,1.79918,3.26,0.53,-32.9
846 Liseicki,1800.88,1.80088,3.23,0.51,-31.11
846 Liseicki,1802.01,1.80201,3.05,0.33,-20.06
846 Liseicki,1803.28,1.80328,2.88,0.16,-9.64
846 Liseicki,1804.7,1.8047,2.96,0.24,-14.6
846 Liseicki,1805.98,1.80598,3.03,0.31,-18.94
846 Liseicki,1807.39,1.80739,2.95,0.23,-14.06
846 Liseicki,1808.95,1.80895,3,0.28,-17.18
846 Liseicki,1810.37,1.81037,2.89,0.17,-10.45
846 Liseicki,1813.47,1.81347,3.07,0.35,-21.61
846 Liseicki,1815.02,1.81502,2.96,0.24,-14.88
846 Liseicki,1816.56,1.81656,3.33,0.61,-37.69
846 Liseicki,1817.96,1.81796,3.36,0.64,-39.57
846 Liseicki,1819.5,1.8195,3.09,0.37,-23
846 Liseicki,1821.05,1.82105,2.94,0.22,-13.81
846 Liseicki,1822.75,1.82275,2.93,0.22,-13.24
846 Liseicki,1824.14,1.82414,2.9,0.19,-11.44
846 Liseicki,1825.53,1.82553,2.77,0.06,-3.48
846 Liseicki,1827.23,1.82723,2.58,-0.13,8.17
846 Liseicki,1828.62,1.82862,2.87,0.16,-9.71
846 Liseicki,1830.01,1.83001,2.89,0.18,-10.98
846 Liseicki,1831.71,1.83171,2.89,0.18,-11.03
846 Liseicki,1833.23,1.83323,3.02,0.31,-19.07
846 Liseicki,1834.74,1.83474,3.05,0.34,-20.95
846 Liseicki,1835.8,1.8358,3.2,0.49,-30.21
846 Liseicki,1837.47,1.83747,2.96,0.25,-15.49
846 Liseicki,1838.07,1.83807,3.09,0.38,-23.51
846 Liseicki,1840.64,1.84064,2.98,0.27,-16.81
846 Liseicki,1842.46,1.84246,2.97,0.26,-16.24
846 Liseicki,1843.98,1.84398,2.98,0.27,-16.9
846 Liseicki,1847.01,1.84701,2.92,0.22,-13.29
846 Liseicki,1848.4,1.8484,2.79,0.09,-5.33
846 Liseicki,1849.66,1.84966,2.74,0.04,-2.28
846 Liseicki,1850.72,1.85072,2.72,0.02,-1.08
846 Liseicki,1851.73,1.85173,2.87,0.17,-10.34
846 Liseicki,1852.74,1.85274,2.83,0.13,-7.91
846 Liseicki,1853.8,1.8538,2.83,0.13,-7.93
846 Liseicki,1854.86,1.85486,2.88,0.18,-11.04
846 Liseicki,1855.92,1.85592,2.9,0.2,-12.3
846 Liseicki,1856.98,1.85698,3.11,0.41,-25.25
846 Liseicki,1858.04,1.85804,3.31,0.61,-37.58
846 Liseicki,1859.2,1.8592,3.13,0.43,-26.54
846 Liseicki,1860.53,1.86053,3.43,0.73,-45.03
846 Liseicki,1862.04,1.86204,3.46,0.76,-46.92
846 Liseicki,1863.62,1.86362,3.43,0.73,-45.12
846 Liseicki,1865.21,1.86521,3.56,0.86,-53.16
846 Liseicki,1866.8,1.8668,3.67,0.97,-59.97
846 Liseicki,1868.39,1.86839,3.43,0.74,-45.25
846 Liseicki,1869.97,1.86997,3.26,0.57,-34.83
846 Liseicki,1871.56,1.87156,3.2,0.51,-31.18
846 Liseicki,1873.15,1.87315,3.22,0.53,-32.46
846 Liseicki,1874.79,1.87479,3.3,0.61,-37.42
846 Liseicki,1876.56,1.87656,3.21,0.52,-31.93
846 Liseicki,1878.32,1.87832,2.85,0.16,-9.83
846 Liseicki,1880.26,1.88026,2.8,0.11,-6.81
846 Liseicki,1882.06,1.88206,2.91,0.22,-13.62
846 Liseicki,1883.85,1.88385,3.01,0.32,-19.83
846 Liseicki,1885.64,1.88564,2.9,0.21,-13.11
