source,age_ka,age,d18O,d18O_sw,sealevel
1218 Palike,32640,32.64,1.58,0.11,-6.96
1218 Palike,32643,32.643,1.68,0.21,-13.16
1218 Palike,32646,32.646,1.6,0.13,-8.29
1218 Palike,32650,32.65,1.83,0.37,-22.51
1218 Palike,32653,32.653,1.87,0.41,-25.02
1218 Palike,32657,32.657,1.85,0.39,-23.86
1218 Palike,32662,32.662,1.57,0.11,-6.71
1218 Palike,32666,32.666,1.7,0.24,-14.78
1218 Palike,32671,32.671,1.79,0.33,-20.4
1218 Palike,32675,32.675,1.78,0.32,-19.85
1218 Palike,32680,32.68,1.54,0.08,-5.17
1218 Palike,32684,32.684,1.55,0.1,-5.85
1218 Palike,32688,32.688,1.78,0.33,-20.07
1218 Palike,32691,32.691,1.5,0.05,-2.89
1218 Palike,32695,32.695,1.69,0.24,-14.65
1218 Palike,32699,32.699,1.79,0.34,-20.87
1218 Palike,32702,32.702,1.65,0.2,-12.3
1218 Palike,32706,32.706,1.34,-0.11,6.71
1218 Palike,32710,32.71,1.54,0.09,-5.66
1218 Palike,32714,32.714,1.37,-0.08,4.74
1218 Palike,32722,32.722,1.74,0.29,-18.15
1218 Palike,32730,32.73,1.89,0.45,-27.51
1218 Palike,32734,32.734,1.88,0.44,-26.95
1218 Palike,32738,32.738,1.91,0.47,-28.86
1218 Palike,32742,32.742,1.8,0.36,-22.15
1218 Palike,32746,32.746,1.58,0.14,-8.68
1218 Palike,32750,32.75,1.69,0.25,-15.51
1218 Palike,32755,32.755,1.77,0.33,-20.51
1218 Palike,32759,32.759,1.6,0.16,-10.11
1218 Palike,32763,32.763,1.96,0.53,-32.33
1218 Palike,32767,32.767,1.74,0.31,-18.85
1218 Palike,32771,32.771,1.67,0.24,-14.6
1218 Palike,32775,32.775,1.77,0.34,-20.82
1218 Palike,32779,32.779,1.76,0.33,-20.27
1218 Palike,32783,32.783,1.73,0.3,-18.48
1218 Palike,32787,32.787,1.7,0.27,-16.7
1218 Palike,32792,32.792,1.64,0.21,-13.08
1218 Palike,32796,32.796,1.73,0.3,-18.68
1218 Palike,32800,32.8,1.89,0.46,-28.59
1218 Palike,32808,32.808,1.83,0.41,-24.96
1218 Palike,32812,32.812,1.73,0.31,-18.84
1218 Palike,32816,32.816,1.66,0.24,-14.56
1218 Palike,32825,32.825,1.54,0.12,-7.25
1218 Palike,32829,32.829,1.54,0.12,-7.28
1218 Palike,32835,32.835,1.65,0.23,-14.09
1218 Palike,32841,32.841,1.79,0.37,-22.76
1218 Palike,32847,32.847,1.86,0.44,-27.11
1218 Palike,32852,32.852,1.57,0.15,-9.3
1218 Palike,32858,32.858,1.63,0.21,-13.04
1218 Palike,32864,32.864,1.58,0.16,-9.86
1218 Palike,32867,32.867,1.42,0,-0.19
1218 Palike,32869,32.869,1.69,0.27,-16.82
1218 Palike,32873,32.873,1.64,0.22,-13.77
1218 Palike,32874,32.874,1.58,0.16,-10.09
1218 Palike,32878,32.878,1.77,0.35,-21.81
1218 Palike,32882,32.882,1.87,0.45,-28
1218 Palike,32886,32.886,1.86,0.45,-27.41
1218 Palike,32891,32.891,1.87,0.46,-28.07
1218 Palike,32895,32.895,1.71,0.3,-18.25
1218 Palike,32899,32.899,1.71,0.3,-18.28
1218 Palike,32903,32.903,1.78,0.37,-22.6
1218 Palike,32908,32.908,1.68,0.27,-16.44
1218 Palike,32912,32.912,1.59,0.18,-10.91
1218 Palike,32915,32.915,1.63,0.22,-13.37
1218 Palike,32923,32.923,1.66,0.25,-15.21
1218 Palike,32927,32.927,1.68,0.27,-16.44
1218 Palike,32931,32.931,1.74,0.33,-20.14
1218 Palike,32934,32.934,1.64,0.23,-13.98
1218 Palike,32938,32.938,1.68,0.27,-16.44
1218 Palike,32942,32.942,1.56,0.15,-9.06
1218 Palike,32946,32.946,1.45,0.04,-2.29
1218 Palike,32948,32.948,1.4,-0.01,0.79
1218 Palike,32954,32.954,1.44,0.03,-1.68
1218 Palike,32960,32.96,1.57,0.16,-9.68
1218 Palike,32966,32.966,1.41,0,0.17
1218 Palike,32972,32.972,1.63,0.22,-13.37
1218 Palike,32978,32.978,1.56,0.15,-9.06
1218 Palike,32984,32.984,1.49,0.08,-4.75
1218 Palike,32990,32.99,1.51,0.1,-5.98
1218 Palike,32994,32.994,1.84,0.43,-26.29
1218 Palike,32998,32.998,1.66,0.25,-15.21
1218 Palike,33002,33.002,1.78,0.37,-22.59
1218 Palike,33006,33.006,1.6,0.19,-11.5
1218 Palike,33010,33.01,1.68,0.27,-16.41
1218 Palike,33014,33.014,1.55,0.14,-8.39
1218 Palike,33019,33.019,1.58,0.17,-10.22
1218 Palike,33023,33.023,1.44,0.03,-1.59
1218 Palike,33027,33.027,1.51,0.1,-5.88
1218 Palike,33031,33.031,1.69,0.28,-16.94
1218 Palike,33035,33.035,1.64,0.23,-13.85
1218 Palike,33039,33.039,1.53,0.11,-7.06
1218 Palike,33044,33.044,1.52,0.1,-6.43
1218 Palike,33050,33.05,1.4,-0.02,0.98
1218 Palike,33055,33.055,1.43,0.01,-0.85
1218 Palike,33061,33.061,1.48,0.06,-3.9
1218 Palike,33066,33.066,1.51,0.09,-5.73
1218 Palike,33071,33.071,1.55,0.13,-8.17
1218 Palike,33077,33.077,1.65,0.23,-14.3
1218 Palike,33082,33.082,1.57,0.15,-9.36
1218 Palike,33088,33.088,1.64,0.22,-13.64
1218 Palike,33093,33.093,1.81,0.39,-24.08
1218 Palike,33098,33.098,1.68,0.26,-16.06
1218 Palike,33102,33.102,1.54,0.12,-7.43
1218 Palike,33107,33.107,1.68,0.26,-16
1218 Palike,33112,33.112,1.55,0.13,-7.96
1218 Palike,33116,33.116,1.77,0.35,-21.47
1218 Palike,33121,33.121,1.6,0.18,-10.97
1218 Palike,33125,33.125,1.76,0.34,-20.79
1218 Palike,33130,33.13,1.83,0.41,-25.05
1218 Palike,33135,33.135,1.75,0.33,-20.09
1218 Palike,33139,33.139,1.81,0.38,-23.45
1218 Palike,33144,33.144,1.54,0.12,-7.1
1218 Palike,33149,33.149,1.69,0.26,-16.29
1218 Palike,33153,33.153,1.57,0.14,-8.88
1218 Palike,33158,33.158,1.54,0.11,-6.99
1218 Palike,33162,33.162,1.79,0.36,-22.35
1218 Palike,33167,33.167,1.74,0.31,-19.23
1218 Palike,33171,33.171,1.79,0.36,-22.28
1218 Palike,33176,33.176,1.63,0.2,-12.39
1218 Palike,33180,33.18,1.75,0.32,-19.74
1218 Palike,33185,33.185,1.58,0.15,-9.24
1218 Palike,33195,33.195,1.73,0.3,-18.4
1218 Palike,33204,33.204,1.75,0.32,-19.56
1218 Palike,33214,33.214,1.84,0.41,-25.02
1218 Palike,33224,33.224,1.77,0.34,-20.63
1218 Palike,33230,33.23,1.86,0.42,-26.13
1218 Palike,33237,33.237,1.94,0.5,-30.99
1218 Palike,33243,33.243,1.83,0.39,-24.18
1218 Palike,33250,33.25,1.89,0.45,-27.82
1218 Palike,33256,33.256,1.76,0.32,-19.77
1218 Palike,33263,33.263,1.69,0.25,-15.41
1218 Palike,33269,33.269,1.62,0.18,-11.05
1218 Palike,33275,33.275,1.87,0.43,-26.39
1218 Palike,33281,33.281,1.89,0.45,-27.58
1218 Palike,33287,33.287,1.77,0.33,-20.14
1218 Palike,33293,33.293,1.86,0.42,-25.64
1218 Palike,33295,33.295,1.77,0.33,-20.08
1218 Palike,33299,33.299,1.78,0.34,-20.67
1218 Palike,33305,33.305,1.62,0.17,-10.76
1218 Palike,33309,33.309,1.65,0.2,-12.55
1218 Palike,33313,33.313,1.67,0.22,-13.74
1218 Palike,33317,33.317,1.84,0.39,-24.15
1218 Palike,33321,33.321,1.85,0.4,-24.72
1218 Palike,33325,33.325,1.81,0.36,-22.21
1218 Palike,33332,33.332,1.69,0.24,-14.75
1218 Palike,33336,33.336,1.66,0.21,-12.86
1218 Palike,33340,33.34,1.89,0.44,-26.96
1218 Palike,33344,33.344,1.81,0.36,-21.99
1218 Palike,33345,33.345,1.87,0.42,-25.67
1218 Palike,33348,33.348,1.82,0.37,-22.56
1218 Palike,33349,33.349,1.93,0.48,-29.32
1218 Palike,33351,33.351,1.88,0.43,-26.22
1218 Palike,33353,33.353,1.77,0.32,-19.43
1218 Palike,33355,33.355,1.71,0.26,-15.71
1218 Palike,33357,33.357,1.8,0.34,-21.23
1218 Palike,33359,33.359,1.61,0.15,-9.51
1218 Palike,33361,33.361,1.78,0.32,-19.95
1218 Palike,33364,33.364,1.9,0.44,-27.3
1218 Palike,33368,33.368,1.83,0.37,-22.95
1218 Palike,33372,33.372,1.76,0.3,-18.59
1218 Palike,33376,33.376,1.52,0.06,-3.78
1218 Palike,33380,33.38,1.65,0.19,-11.73
1218 Palike,33385,33.385,1.87,0.41,-25.21
1218 Palike,33389,33.389,1.67,0.2,-12.55
1218 Palike,33393,33.393,1.76,0.3,-18.35
1218 Palike,33397,33.397,1.93,0.47,-28.76
1218 Palike,33402,33.402,1.76,0.3,-18.23
1218 Palike,33406,33.406,1.72,0.25,-15.69
1218 Palike,33410,33.41,1.7,0.23,-14.38
1218 Palike,33412,33.412,1.8,0.33,-20.49
1218 Palike,33414,33.414,1.64,0.17,-10.61
1218 Palike,33419,33.419,1.55,0.08,-4.97
1218 Palike,33423,33.423,1.67,0.2,-12.28
1218 Palike,33428,33.428,1.6,0.13,-7.88
1218 Palike,33433,33.433,1.85,0.38,-23.16
1218 Palike,33437,33.437,1.89,0.42,-25.55
1218 Palike,33442,33.442,1.75,0.27,-16.84
1218 Palike,33447,33.447,1.72,0.24,-14.89
1218 Palike,33450,33.45,1.74,0.26,-16.06
1218 Palike,33453,33.453,1.76,0.28,-17.24
1218 Palike,33456,33.456,1.77,0.29,-17.79
1218 Palike,33459,33.459,2.01,0.53,-32.51
1218 Palike,33463,33.463,1.81,0.33,-20.12
1218 Palike,33466,33.466,2.04,0.56,-34.22
1218 Palike,33469,33.469,1.94,0.45,-27.7
1218 Palike,33472,33.472,1.76,0.27,-16.87
1218 Palike,33475,33.475,2.05,0.56,-34.66
1218 Palike,33479,33.479,1.96,0.47,-29.04
1218 Palike,33484,33.484,1.9,0.41,-25.25
1218 Palike,33488,33.488,1.89,0.4,-24.56
1218 Palike,33493,33.493,1.71,0.22,-13.38
1218 Palike,33496,33.496,1.82,0.33,-20.1
1218 Palike,33499,33.499,1.85,0.36,-21.88
1218 Palike,33502,33.502,1.98,0.48,-29.81
1218 Palike,33506,33.506,1.97,0.47,-28.79
1218 Palike,33509,33.509,2.04,0.54,-33.32
1218 Palike,33512,33.512,1.91,0.41,-25.25
1218 Palike,33515,33.515,1.92,0.42,-25.78
1218 Palike,33518,33.518,2.14,0.64,-39.24
1218 Palike,33522,33.522,2.02,0.52,-31.76
1218 Palike,33525,33.525,1.85,0.34,-21.22
1218 Palike,33528,33.528,2.09,0.58,-35.91
1218 Palike,33531,33.531,1.9,0.39,-24.14
1218 Palike,33534,33.534,1.87,0.36,-22.22
1218 Palike,33538,33.538,1.81,0.29,-18.11
1218 Palike,33541,33.541,1.83,0.32,-19.57
1218 Palike,33545,33.545,2.06,0.55,-33.62
1218 Palike,33549,33.549,2.01,0.49,-30.44
1218 Palike,33552,33.552,1.83,0.31,-19.29
1218 Palike,33556,33.556,1.88,0.36,-22.26
1218 Palike,33560,33.56,1.91,0.39,-24.01
1218 Palike,33563,33.563,1.86,0.34,-20.85
1218 Palike,33567,33.567,1.95,0.43,-26.29
1218 Palike,33574,33.574,1.73,0.2,-12.57
1218 Palike,33578,33.578,1.89,0.36,-22.31
1218 Palike,33582,33.582,1.77,0.24,-14.82
1218 Palike,33585,33.585,1.94,0.41,-25.2
1218 Palike,33589,33.589,2.03,0.5,-30.64
1218 Palike,33593,33.593,1.88,0.35,-21.31
1218 Palike,33596,33.596,2.05,0.51,-31.69
1218 Palike,33600,33.6,2.03,0.49,-30.36
1218 Palike,33604,33.604,1.81,0.27,-16.7
1218 Palike,33607,33.607,1.89,0.35,-21.54
1218 Palike,33611,33.611,1.95,0.41,-25.12
1218 Palike,33615,33.615,2,0.46,-28.08
1218 Palike,33618,33.618,1.98,0.43,-26.77
1218 Palike,33622,33.622,1.86,0.31,-19.27
1218 Palike,33626,33.626,1.83,0.28,-17.31
1218 Palike,33630,33.63,1.8,0.25,-15.35
1218 Palike,33633,33.633,1.94,0.39,-23.88
1218 Palike,33641,33.641,1.97,0.41,-25.5
1218 Palike,33644,33.644,1.8,0.24,-14.95
1218 Palike,33648,33.648,1.9,0.34,-20.99
1218 Palike,33652,33.652,1.79,0.23,-14.11
1218 Palike,33659,33.659,1.48,-0.08,5.17
1218 Palike,33663,33.663,1.46,-0.11,6.51
1218 Palike,33668,33.668,1.63,0.06,-3.81
1218 Palike,33672,33.672,1.56,-0.01,0.62
1218 Palike,33676,33.676,1.41,-0.16,9.96
1218 Palike,33681,33.681,1.39,-0.18,11.33
1218 Palike,33685,33.685,1.44,-0.14,8.37
1218 Palike,33689,33.689,1.45,-0.13,7.87
1218 Palike,33694,33.694,1.36,-0.22,13.55
1218 Palike,33698,33.698,1.39,-0.19,11.82
1218 Palike,33702,33.702,1.18,-0.4,24.84
1218 Palike,33703,33.703,1.11,-0.47,29.17
1218 Palike,33706,33.706,1.2,-0.38,23.69
1218 Palike,33710,33.71,1.19,-0.4,24.39
1218 Palike,33714,33.714,1.31,-0.28,17.09
1218 Palike,33718,33.718,1.34,-0.25,15.32
1218 Palike,33722,33.722,1.26,-0.33,20.33
1218 Palike,33725,33.725,1.1,-0.49,30.24
1218 Palike,33729,33.729,1.22,-0.37,22.93
1218 Palike,33733,33.733,1.15,-0.44,27.33
1218 Palike,33737,33.737,1.23,-0.37,22.48
1218 Palike,33741,33.741,1.21,-0.39,23.8
1218 Palike,33745,33.745,0.98,-0.62,38.03
1218 Palike,33748,33.748,1.13,-0.47,28.87
1218 Palike,33752,33.752,1.01,-0.59,36.33
1218 Palike,33756,33.756,1.11,-0.49,30.26
1218 Palike,33760,33.76,1.37,-0.23,14.35
1218 Palike,33767,33.767,1.23,-0.38,23.11
1218 Palike,33769,33.769,1.19,-0.42,25.61
1218 Palike,33773,33.773,1.11,-0.5,30.61
1218 Palike,33775,33.775,1.28,-0.33,20.19
1218 Palike,33780,33.78,1.38,-0.23,13.94
1218 Palike,33786,33.786,1.22,-0.39,24.11
1218 Palike,33787,33.787,1.48,-0.13,8.13
1218 Palike,33791,33.791,1.21,-0.4,24.83
1218 Palike,33794,33.794,1.31,-0.3,18.74
1218 Palike,33800,33.8,1.2,-0.42,25.63
1218 Palike,33807,33.807,1.44,-0.18,10.91
1218 Palike,33811,33.811,1.33,-0.29,17.71
1218 Palike,33814,33.814,1.1,-0.52,31.88
1218 Palike,33821,33.821,1.07,-0.55,33.77
1218 Palike,33827,33.827,1.3,-0.32,19.65
1218 Palike,33833,33.833,1.25,-0.37,22.77
1218 Palike,33841,33.841,1.21,-0.41,25.28
1218 Palike,33843,33.843,1.2,-0.42,25.91
1218 Palike,33846,33.846,1.38,-0.24,14.85
1218 Palike,33852,33.852,1.25,-0.37,22.89
1218 Palike,33858,33.858,1.02,-0.6,37.09
1218 Palike,33866,33.866,1.38,-0.24,14.98
1218 Palike,33874,33.874,1.2,-0.42,26.11
1218 Palike,33884,33.884,1.11,-0.52,31.72
1218 Palike,33895,33.895,1.22,-0.41,25.02
1218 Palike,33905,33.905,1.13,-0.5,30.58
1218 Palike,33915,33.915,1.04,-0.59,36.09
1218 Palike,33928,33.928,0.8,-0.83,50.82
1218 Palike,33946,33.946,0.9,-0.73,44.62
1218 Palike,34174,34.174,0.3,-1.33,53.56
1218 Palike,34222,34.222,0.76,-0.87,25.39
1218 Palike,34250,34.25,0.89,-0.74,17.42
1218 Palike,34295,34.295,0.14,-1.49,63.63
1218 Palike,34316,34.316,0.84,-0.79,48.5
1218 Palike,34324,34.324,0.93,-0.7,42.93
1218 Palike,34398,34.398,0.76,-0.86,53.11
1218 Palike,34429,34.429,0.85,-0.77,47.22
1218 Palike,34509,34.509,0.85,-0.75,46.27
1218 Palike,34531,34.531,0.69,-0.91,55.8
1218 Palike,34572,34.572,0.78,-0.81,49.68
1218 Palike,34608,34.608,0.91,-0.67,41.26
1218 Palike,34749,34.749,1.04,-0.54,33.53
1218 Palike,34765,34.765,0.74,-0.85,52.16
1218 Palike,34784,34.784,0.91,-0.68,41.89
1218 Palike,34967,34.967,0.86,-0.8,49.11
1218 Palike,34985,34.985,0.94,-0.73,44.63
1218 Palike,35112,35.112,0.98,-0.71,43.93
1218 Palike,35177,35.177,0.93,-0.76,46.83
1218 Palike,35296,35.296,0.95,-0.71,43.68
1218 Palike,35324,35.324,0.89,-0.76,46.89
1218 Palike,35343,35.343,0.97,-0.67,41.1
1218 Palike,35375,35.375,0.88,-0.74,45.68
1218 Palike,35411,35.411,0.83,-0.77,47.63
1218 Palike,35454,35.454,0.91,-0.67,41.21
1218 Palike,35863,35.863,0.95,-0.45,27.49
1218 Palike,36051,36.051,0.69,-0.69,42.73
1218 Palike,36138,36.138,0.85,-0.53,32.63
1218 Palike,36225,36.225,0.91,-0.47,28.79
1218 Palike,36340,36.34,0.96,-0.4,24.5
1218 Palike,36399,36.399,0.97,-0.38,23.12
1218 Palike,36692,36.692,0.95,-0.36,22.4
1218 Palike,36813,36.813,0.98,-0.35,21.78
1218 Palike,37035,37.035,1.01,-0.37,23
1218 Palike,37091,37.091,1.12,-0.28,17.1
1218 Palike,37277,37.277,0.93,-0.53,32.56
1218 Palike,37485,37.485,1.19,-0.29,17.79
1218 Palike,37558,37.558,0.89,-0.56,34.68
1218 Palike,37630,37.63,0.94,-0.48,29.35
1218 Palike,37738,37.738,0.92,-0.43,26.64
1218 Palike,37971,37.971,0.86,-0.41,25.25
1218 Palike,38092,38.092,0.92,-0.34,21.22
1218 Palike,38212,38.212,0.71,-0.56,34.69
1218 Palike,38329,38.329,0.72,-0.6,36.73
1218 Palike,38337,38.337,0.76,-0.55,34.13
1218 Palike,38437,38.437,0.65,-0.7,42.96
1218 Palike,38445,38.445,1.03,-0.32,19.72
1218 Palike,38460,38.46,0.92,-0.43,26.76
1218 Palike,38513,38.513,1.19,-0.18,10.92
1218 Palike,38576,38.576,0.73,-0.64,39.47
1218 Palike,38636,38.636,0.78,-0.58,35.93
1218 Palike,38689,38.689,0.84,-0.51,31.41
1218 Palike,38736,38.736,0.68,-0.65,40.16
1218 Palike,38790,38.79,0.82,-0.49,30.14
1218 Palike,38791,38.791,0.94,-0.37,22.73
1218 Palike,38860,38.86,0.62,-0.66,40.56
1218 Palike,39010,39.01,0.69,-0.53,32.53
1218 Palike,39107,39.107,0.7,-0.49,30.22
1218 Palike,39109,39.109,0.56,-0.63,38.81
1218 Palike,39138,39.138,0.79,-0.4,24.36
1218 Palike,39242,39.242,0.55,-0.62,38.1
1218 Palike,39280,39.28,0.53,-0.63,38.99
1218 Palike,39285,39.285,0.57,-0.59,36.48
1218 Palike,39315,39.315,0.62,-0.54,33.16
1218 Palike,39368,39.368,0.47,-0.68,41.98
1218 Palike,39425,39.425,0.42,-0.72,44.55
1218 Palike,39597,39.597,0.52,-0.6,36.86
1218 Palike,39659,39.659,0.52,-0.6,36.69
1218 Palike,39726,39.726,0.69,-0.43,26.15
1218 Palike,39782,39.782,0.39,-0.73,44.69
1218 Palike,39854,39.854,0.19,-0.93,57.3
1218 Palike,40279,40.279,0.18,-0.92,56.37
1218 Palike,40324,40.324,0.28,-0.81,49.97
1218 Palike,40366,40.366,0.04,-1.05,64.57
1218 Palike,40403,40.403,0.28,-0.81,49.63
1218 Palike,40432,40.432,0.12,-0.96,59.06
1218 Palike,40525,40.525,0.61,-0.44,27.13
1218 Palike,40589,40.589,0.71,-0.31,18.91
1218 Palike,40714,40.714,0.67,-0.26,16.19
1218 Palike,40718,40.718,0.67,-0.26,16.03
1218 Palike,40757,40.757,0.76,-0.15,8.93
1218 Palike,40792,40.792,0.68,-0.2,12.45
1218 Palike,40813,40.813,0.89,0.02,-1.1
1218 Palike,40813,40.813,0.79,-0.08,5.05
1218 Palike,40833,40.833,0.85,-0.01,0.9
1218 Palike,40854,40.854,0.66,-0.2,12.1
1218 Palike,40855,40.855,0.66,-0.2,12.08
1218 Palike,40886,40.886,0.26,-0.58,35.97
1218 Palike,40887,40.887,0.46,-0.38,23.64
1218 Palike,40912,40.912,0.45,-0.39,23.97
1218 Palike,40944,40.944,0.5,-0.34,20.93
1218 Palike,40993,40.993,0.43,-0.41,25.3
1218 Palike,41035,41.035,0.56,-0.29,17.9
1218 Palike,41065,41.065,0.59,-0.27,16.56
1218 Palike,41085,41.085,0.43,-0.43,26.74
1218 Palike,41106,41.106,0.53,-0.34,20.98
1218 Palike,41125,41.125,0.47,-0.41,25.11
1218 Palike,41146,41.146,0.65,-0.24,14.53
1218 Palike,41168,41.168,0.68,-0.21,13.19
1218 Palike,41187,41.187,0.36,-0.54,33.33
1218 Palike,41206,41.206,0.51,-0.4,24.55
1218 Palike,41207,41.207,0.5,-0.41,25.19
1218 Palike,41226,41.226,0.62,-0.3,18.27
1218 Palike,41262,41.262,0.31,-0.62,38.23
1218 Palike,41281,41.281,0.52,-0.42,25.77
1218 Palike,41283,41.283,0.73,-0.21,12.9
1218 Palike,41304,41.304,0.55,-0.4,24.47
1218 Palike,41322,41.322,0.45,-0.5,30.95
1218 Palike,41323,41.323,0.45,-0.5,30.96
1218 Palike,41341,41.341,0.57,-0.39,23.9
1218 Palike,41344,41.344,0.51,-0.45,27.65
1218 Palike,41363,41.363,0.4,-0.56,34.76
1218 Palike,41364,41.364,0.41,-0.56,34.17
1209 Dawber,41410.75,41.41075,0.7,-0.28,16.99
1209 Dawber,41441.69,41.44169,0.7,-0.29,17.63
1209 Dawber,41472.64,41.47264,0.52,-0.47,28.93
1209 Dawber,41503.58,41.50358,0.55,-0.44,27.24
1209 Dawber,41534.53,41.53453,0.48,-0.51,31.24
1209 Dawber,41565.47,41.56547,0.52,-0.46,28.5
1209 Dawber,41596.42,41.59642,0.48,-0.51,31.38
1209 Dawber,41627.36,41.62736,0.58,-0.4,24.48
1209 Dawber,41658.31,41.65831,0.47,-0.5,30.85
1209 Dawber,41689.25,41.68925,0.52,-0.45,27.62
1209 Dawber,41720.2,41.7202,0.31,-0.65,39.89
1209 Dawber,41782.08,41.78208,0.43,-0.5,30.59
1209 Dawber,41813.03,41.81303,0.38,-0.54,33.02
1209 Dawber,41843.97,41.84397,0.33,-0.58,35.45
1209 Dawber,41874.92,41.87492,0.37,-0.52,31.85
1209 Dawber,41905.86,41.90586,0.32,-0.56,34.17
1209 Dawber,41936.81,41.93681,0.25,-0.62,37.87
1209 Dawber,41967.75,41.96775,0.25,-0.61,37.5
1209 Dawber,41998.7,41.9987,0.29,-0.55,33.99
1209 Dawber,42029.64,42.02964,0.24,-0.6,36.94
1209 Dawber,42060.59,42.06059,0.51,-0.33,20.01
1209 Dawber,42091.53,42.09153,0.42,-0.42,25.76
1209 Dawber,42122.48,42.12248,0.25,-0.58,35.96
1209 Dawber,42184.36,42.18436,0.24,-0.61,37.66
1209 Dawber,42215.31,42.21531,0.28,-0.58,35.43
1209 Dawber,42246.25,42.24625,0.17,-0.7,43.21
1209 Dawber,42277.2,42.2772,0.2,-0.69,42.17
1209 Dawber,42308.14,42.30814,0.3,-0.59,36.61
1209 Dawber,42431.92,42.43192,0.45,-0.5,30.98
1209 Dawber,42462.87,42.46287,0.41,-0.55,33.62
1209 Dawber,42493.81,42.49381,0.25,-0.72,44.15
1209 Dawber,42521.66,42.52166,0.25,-0.73,44.63
1209 Dawber,42548.74,42.54874,0.27,-0.7,43.09
1209 Dawber,42602.89,42.60289,0.45,-0.53,32.65
1209 Dawber,42604.2,42.6042,0.21,-0.77,47.25
1209 Dawber,42655.95,42.65595,0.6,-0.37,22.69
1209 Dawber,42657.04,42.65704,0.18,-0.79,48.65
1209 Dawber,42707.7,42.7077,0.43,-0.53,32.66
1209 Dawber,42781.59,42.78159,0.51,-0.44,26.78
1209 Dawber,42808.66,42.80866,0.62,-0.32,19.94
1209 Dawber,42835.74,42.83574,0.65,-0.29,17.56
1209 Dawber,42862.82,42.86282,0.62,-0.32,19.46
1209 Dawber,42889.89,42.88989,0.62,-0.32,19.48
1209 Dawber,42916.97,42.91697,0.72,-0.21,12.99
1209 Dawber,42938.63,42.93863,0.45,-0.49,29.85
1209 Dawber,42965.7,42.9657,0.5,-0.44,27.21
1209 Dawber,42992.78,42.99278,0.34,-0.6,36.89
1209 Dawber,43019.86,43.01986,0.4,-0.55,33.55
1209 Dawber,43046.93,43.04693,0.41,-0.54,33.45
1209 Dawber,43074.01,43.07401,0.22,-0.73,45
1209 Dawber,43101.08,43.10108,0.48,-0.48,29.43
1209 Dawber,43128.16,43.12816,0.47,-0.49,29.98
1209 Dawber,43155.23,43.15523,0.49,-0.48,29.38
1209 Dawber,43182.31,43.18231,0.38,-0.59,36.15
1209 Dawber,43209.39,43.20939,0.47,-0.49,30.43
1209 Dawber,43236.46,43.23646,0.31,-0.65,39.96
1209 Dawber,43263.54,43.26354,0.38,-0.57,35.15
1209 Dawber,43290.61,43.29061,0.42,-0.53,32.41
1209 Dawber,43317.69,43.31769,0.51,-0.43,26.64
1209 Dawber,43344.77,43.34477,0.55,-0.38,23.51
1209 Dawber,43371.84,43.37184,0.54,-0.37,22.99
1209 Dawber,43398.92,43.39892,0.21,-0.7,42.78
1209 Dawber,43425.99,43.42599,0.34,-0.55,33.62
1209 Dawber,43453.07,43.45307,0.44,-0.43,26.67
1209 Dawber,43480.14,43.48014,0.28,-0.59,36.11
1209 Dawber,43507.22,43.50722,0.31,-0.54,33.35
1209 Dawber,43534.3,43.5343,0.65,-0.19,11.59
1209 Dawber,43561.37,43.56137,0.51,-0.31,19.22
1209 Dawber,43588.45,43.58845,0.32,-0.49,30.28
1209 Dawber,43615.52,43.61552,0.45,-0.34,21.21
1209 Dawber,43642.6,43.6426,0.24,-0.55,33.72
1209 Dawber,43669.68,43.66968,0.21,-0.56,34.68
1209 Dawber,43696.75,43.69675,0.24,-0.53,32.56
1209 Dawber,43723.83,43.72383,0.41,-0.35,21.56
1209 Dawber,43750.9,43.7509,0.22,-0.53,32.61
1209 Dawber,43777.98,43.77798,0.1,-0.64,39.37
1209 Dawber,43805.05,43.80505,0.3,-0.44,26.78
1209 Dawber,43832.13,43.83213,0.09,-0.64,39.25
1209 Dawber,43859.21,43.85921,0.21,-0.51,31.4
1209 Dawber,43886.28,43.88628,0.05,-0.67,41.03
1209 Dawber,43913.36,43.91336,0.23,-0.48,29.43
1209 Dawber,43940.43,43.94043,0,-0.71,43.59
1209 Dawber,43967.51,43.96751,0.13,-0.58,35.39
1209 Dawber,43994.58,43.99458,0.04,-0.66,40.66
1209 Dawber,44008.98,44.00898,0.1,-0.6,36.72
1209 Dawber,44020.2,44.0202,-0.01,-0.71,43.69
1209 Dawber,44031.42,44.03142,0.1,-0.59,36.56
1209 Dawber,44042.64,44.04264,0.18,-0.51,31.51
1209 Dawber,44053.87,44.05387,0.11,-0.58,35.81
1209 Dawber,44065.09,44.06509,-0.05,-0.75,46.07
1209 Dawber,44087.53,44.08753,0.29,-0.4,24.53
1209 Dawber,44098.75,44.09875,0.1,-0.6,36.69
1209 Dawber,44109.98,44.10998,0.14,-0.55,33.83
1209 Dawber,44121.2,44.1212,0.02,-0.68,41.58
1209 Dawber,44132.42,44.13242,0.2,-0.5,30.56
1209 Dawber,44143.64,44.14364,0.22,-0.48,29.34
1209 Dawber,44154.86,44.15486,0.23,-0.47,28.86
1209 Dawber,44166.08,44.16608,0.3,-0.39,24.19
1209 Dawber,44177.31,44.17731,0.22,-0.47,29.01
1209 Dawber,44188.53,44.18853,0.3,-0.4,24.45
